"train_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0.33106920886836,0.348859421954925,5,0,0,0,-0.582774407024829,0,0,0,0,0.392782150263496,0.698702917904279,0,0,0,0.0943449872775632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39694435157949,0,0,0
0.381763867336954,0.36514598887973,6,0,0,0,-0.620752727631124,0,0,0,-0.241190857360813,0.489053495371403,0.788977665096989,0,0,0,0.195248457930185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38866396659336,0,0,0
0.431603963997093,0.392399188402566,7,0,0,0,-0.658224490826514,0,0.204025307192334,0,-0.510668623455588,0.512426645615417,0.814956985418535,0,0,0,0.268400434006598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369083742049217,0,0,0
0.473040203619704,0.406954789068864,8,0,0,-0.151613413576345,-0.65055195748142,0,0.40816445055262,0,-0.691465780701979,0.547326431638717,0.842728377204061,0,0,0,0.34068153385648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354730358507866,0,0,0
0.480044632855229,0.409381870060393,9,0,0,-0.18110970360273,-0.64634644194521,0,0.447486456789225,0,-0.728503752471789,0.552546628013083,0.84563002789509,0,0,0,0.354325259946046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348521855905335,0.00744966947095157,0,0
0.497206566745498,0.416470885228542,10,0,0,-0.240435664225768,-0.644216179731699,0,0.524497210787893,0,-0.780946166573624,0.557140664374632,0.865549173732828,0,0,0,0.381952881258191,0,0,0,0,0,0,0,0,0,-0.0563975894440621,0,0,0,0,0.350246846515298,0.0426088233063093,0,0
0.500790082316801,0.418427697566781,11,0,0,-0.252585669029507,-0.643375262702141,0,0.541151204645499,0,-0.790950527831159,0.558111661462271,0.869986836630213,0,0,0,0.387406779402696,0,0,0,0,0,-0.00679477908959651,0,0,0,-0.0654242903714912,0,0,0,0,0.350993063178244,0.0514809837049723,0,0
0.520600586759174,0.431995170641156,12,0,0,-0.307855074416054,-0.61099673740633,0,0.626257464002747,0,-0.81478640184443,0.56532035061154,0.892707065787002,0,0,0,0.425109694635337,0,-0.08718495747412,0,0,0,-0.0369923495288633,0,0,0,-0.101290018113899,0,0,0,0,0.353831980063434,0.0958789836836364,0,0
0.530957313102305,0.439245792332283,13,0,0,-0.341316427713255,-0.590960459655887,0,0.676493225114493,0,-0.828033265762209,0.568090817703622,0.902651202020097,0,0,0,0.44774940930848,0,-0.138584105035135,0,0,0,-0.0564056941839593,0,0,0,-0.12332840738159,0.0129758267567574,0,0,0,0.352678469515506,0.117989409313079,0,0
0.534525520200815,0.442053770151094,14,0,0,-0.351292766368144,-0.584615679504024,0,0.688535488519339,0,-0.834818962774592,0.567981753191636,0.898256138290502,0.0207802025320597,0,0,0.452901769940635,0,-0.157697426942314,0,0,0,-0.0618460574592846,0,0,0,-0.131360220804225,0.0170245432122834,0,0,0,0.350684118290697,0.125467099875431,0,0
0.537759736904167,0.444991457225752,15,0,0,-0.361464421979338,-0.580948079391587,0,0.694994671629096,0.0175781534550304,-0.841149041729916,0.566992828895811,0.892343867735213,0.0341545667069577,0,0,0.454900403666901,0,-0.172912787913268,0,0,0,-0.0669063890526422,0,0,0,-0.137557742298056,0.0198452097679402,0,0,0,0.348948508137888,0.131180252369968,0,0
0.568927799263754,0.466888291232056,16,0,0,-0.419902732433047,-0.5526846223632,0,0.771825817778388,0.11279114007562,-0.92416628730277,0.558569431198813,0.874747859218831,0.143371940065802,0,0,0.483756426206386,0,-0.294567457871166,0,0,0,-0.0891121217733308,0,-0.175961445716561,0,-0.14432586737636,0.0915476893118353,0,0,0,0.354674887101357,0.209435343879402,0,0
0.591975943262385,0.484551947414664,17,0,0,-0.487555732106805,-0.53837318515429,0,0.827531558313945,0.189075485016678,-1.00713099118655,0.540730895780844,0.855060373082524,0.243233100889095,0,0.0699630815691014,0.509239104206804,0,-0.405870301105873,0,0,0,-0.111219619765829,0,-0.328512520977954,0,-0.149514866545689,0.152742066097788,0,0,0,0.356260047587292,0.284341504298916,0,0
0.605850831487088,0.491723280381327,18,0,-0.0776411450540397,-0.522680386172203,-0.520934866856945,0,0.876247529865175,0.253032032116782,-1.05097862514836,0.541655751535649,0.85027514469968,0.303807952888285,0,0.118073477634946,0.524646609903539,0,-0.472048741409859,0,0,0,-0.12408055535634,0,-0.414590135030704,0,-0.160686475479664,0.190815264283316,0,0,0,0.356830130227413,0.328257037353325,0,0
0.618273092512761,0.495625046981231,19,0,-0.145890759957638,-0.549324278036116,-0.503716321604591,0,0.915764549719894,0.301018317089285,-1.08209382666815,0.545325314542435,0.835747287793422,0.361114190494921,0,0.160743107335205,0.536932810393597,0,-0.533255056844349,0,0,0,-0.143912497861921,0,-0.515846652945371,0.0766237733368298,-0.182804875303323,0.21669583955921,0,0,0,0.349524483922693,0.357354595033972,0,0
0.623049064276768,0.496686361181269,20,0,-0.178194156839681,-0.563380995521506,-0.497039385545395,0.0223036235029431,0.927816531932982,0.320855730602425,-1.09449593983807,0.544048601760598,0.824097791351033,0.383260127385474,0,0.176665514929077,0.540196753679555,0,-0.557288472659269,0,0,0,-0.153688847984265,0,-0.558808406202784,0.111718678657066,-0.191104632613393,0.227070506398886,0,0,0,0.345366535620308,0.370600441384016,0,0
0.628738388566357,0.494058527884983,21,-0.0477526108668948,-0.205113767604172,-0.572019453530082,-0.478603832216607,0.060595358182597,0.938446475462759,0.348389268128095,-1.1040607144803,0.54475004512699,0.811175015476393,0.402370592413769,0,0.198909197135455,0.544283548595405,0,-0.581551841412211,0,0,0,-0.164106256295392,0,-0.608086064147843,0.14685788106472,-0.200533549152543,0.238654829016142,0,0,0,0.342261679957978,0.385134199145744,0,0
0.639653545886393,0.49329100635573,22,-0.133644278247566,-0.262935341044318,-0.583523210056937,-0.439486932646352,0.152936439267489,0.960813798786151,0.403652251799074,-1.13132401716084,0.540977453753699,0.779195083566996,0.440611471516981,0,0.239483854755617,0.547539016241039,0,-0.646862149438902,0,0,0,-0.191817174791767,0,-0.70712147749418,0.200638401918518,-0.23898610807176,0.264629400947241,0,0,0,0.332877138444634,0.39644991057355,0,0.0758964673816269
0.642915287240768,0.49175065731668,23,-0.16196632281729,-0.28246970694164,-0.587760068141543,-0.427933595252504,0.184647956048518,0.970036877367517,0.42287811906415,-1.14179716968388,0.54053443797526,0.769534070276354,0.451697097785223,0,0.253749776468146,0.550822591024055,0,-0.668703855044618,0,0,0,-0.200019058981467,-0.0173217992374921,-0.735725744279621,0.218841776370922,-0.250006848711937,0.275725817226644,0,0,0,0.331750898477038,0.400750061686674,0,0.102734689321488
0.643946905102907,0.491281042374001,24,-0.170504181569146,-0.288573565965919,-0.589198510737979,-0.424715140574869,0.195077781995032,0.973404833484274,0.429120505962199,-1.14536616139487,0.539862151558717,0.766384645075769,0.454699617337699,0,0.258385144192471,0.552000302957203,0,-0.67562788968148,0,-0.00521124263013489,0,-0.201285082948357,-0.0225780092546056,-0.743404013130391,0.225093777107485,-0.252945395976377,0.280168835244429,0,0,0,0.331414877386911,0.402111572914733,0,0.111685148647208
0.651922626929253,0.486707981958754,25,-0.248201798958631,-0.343265204125161,-0.599173532967362,-0.397309371496843,0.286755591935188,1.00142550807979,0.482254146234942,-1.17642788526797,0.532393305172886,0.736188271349126,0.48651558811759,0,0.298113077745127,0.564027226083944,0,-0.731910352188875,0,-0.0496511085885952,0,-0.208562419757934,-0.0656966365339367,-0.80825101492188,0.287718366880537,-0.274029898754888,0.321026639580877,0,0,-0.0448127928118051,0.329484000645449,0.413235308246518,0,0.208154986301904
0.656994046199117,0.478944706825399,26,-0.309477897610149,-0.387406968148339,-0.606339375706853,-0.38579695324129,0.354540960436783,1.02339439458078,0.51810628534953,-1.22176532485607,0.52528141830203,0.717508229517149,0.503631973819305,0.0733650522274767,0.327652798345795,0.580784313362618,0,-0.806751070007177,0,-0.0852713101966363,0,-0.212394911258291,-0.0959819782129738,-0.870559702885698,0.343557143295773,-0.294173978584753,0.357601261596437,0,0,-0.0850109632297087,0.327078225975323,0.430868642897001,0,0.277559734231942
0.658510540531239,0.475942649332789,27,-0.337198680511384,-0.403429351610497,-0.609897656115417,-0.38182297602308,0.376986062996443,1.03334917501609,0.532777734842686,-1.23873231940108,0.523474909391799,0.713405161239319,0.511319124595912,0.0986923930628684,0.33771174968823,0.586853524883497,0,-0.832104398233591,0.0176178109866323,-0.102322880837833,0,-0.216204457393719,-0.109936448424185,-0.895538070170708,0.362592115932299,-0.30144967166228,0.369030748961334,0,0,-0.0996661944260051,0.326813066810457,0.437554766804123,0,0.300124759598089
0.659836348930129,0.472701365248766,28,-0.3665005664482,-0.420490199479466,-0.613539238809112,-0.378007650101224,0.401205831600823,1.04331536655921,0.548378312546514,-1.25630743907425,0.521373038767836,0.708459859926509,0.518664890381001,0.125680014019951,0.34874836758867,0.592734048376602,0,-0.857404469777072,0.0364455935081314,-0.11993346201175,0,-0.22066611732677,-0.124930527976283,-0.921566264667463,0.381796990625914,-0.308887089250902,0.380598390340086,0,0,-0.116731329029888,0.326023485835408,0.443925624680479,0.00631924043629022,0.321295298758963
0.660009180831155,0.472176771943535,29,-0.370948038415564,-0.423057109532018,-0.614104696687154,-0.377289844720727,0.405108850539549,1.04455981027371,0.550571112667027,-1.25873865987029,0.520983134745808,0.707514193444087,0.519676858567285,0.129881502463149,0.350367734147188,0.593403548596852,0,-0.860970836533869,0.0393827991083753,-0.122850331063955,0,-0.221303316961805,-0.127433954622752,-0.925223157423712,0.384136089231575,-0.31003796725075,0.382210479437477,0,0.00219422728171107,-0.119609925871825,0.325821392618714,0.444684993790879,0.00688068521061308,0.324190426830425
0.660446303154184,0.470945394757977,30,-0.382200274656898,-0.428821830555754,-0.616147120074324,-0.376376342713221,0.415211308964628,1.04850809153327,0.556096091993086,-1.26225786293467,0.520554544298693,0.705482874081527,0.524371388369269,0.141434113392734,0.35549143213679,0.596002784386845,-0.0126407097619446,-0.86689598332832,0.0468577262410814,-0.129292875777763,0,-0.222651791604121,-0.133446268935944,-0.934397414515811,0.388589985063283,-0.312869124175615,0.38644190240642,0,0.00857678381574823,-0.128285591235454,0.325758354729214,0.446570212938044,0.00878566551685256,0.331549930402359
0.66069689665539,0.470299517944447,31,-0.388187741580852,-0.43229321302849,-0.617620878962133,-0.376423411330351,0.420488824670592,1.05136841905896,0.559549062348278,-1.26483594983295,0.520776217327632,0.70517667191506,0.526918233015201,0.146693782499358,0.358056770328773,0.598082393038021,-0.0185585727695432,-0.870246444140136,0.0504263771618484,-0.13206194730415,0,-0.223611744363445,-0.136193770601131,-0.939296310887445,0.391396623738801,-0.314168716717873,0.389418723238348,-0.00482863337491589,0.01231672276189,-0.13252576245221,0.326436997658158,0.448220123002498,0.00990206469641991,0.335625090885792
0.6623952315291,0.464006257237892,32,-0.441752363852793,-0.464472975955208,-0.629589051635931,-0.376119901809151,0.467405446183338,1.07427599412877,0.590952836960658,-1.28775946997073,0.522981787444689,0.698664653248667,0.549069006736548,0.19251460578606,0.382245138028708,0.616736972530594,-0.0670779098415589,-0.901869860686646,0.0827992886852075,-0.164664068682962,0.0223765365636059,-0.235730313802196,-0.159770776520494,-0.985357503891705,0.413548342990464,-0.325530740179378,0.41619874075151,-0.0461974938426075,0.0425981222836391,-0.17042801780538,0.333549850882709,0.459992764677116,0.0198983131404715,0.370512047453993
